loan_seq_number,credit_score,first_payment_date,first_time_homebuyer_flag,maturity_date,msa,mortgage_insurance_percentage,number_of_units,occupancy_status,original_combined_ltv,original_dti_ratio,original_upb,original_ltv,original_interest_rate,channel,prepayment_penalty_flag,product_type,property_state,property_type,postal_code,loan_purpose,original_loan_term,number_of_borrowers,seller_name,servicer_name,Prepay Percent,Home Price
F104Q2336487,704.0,2/1/2005,0,1/1/2035,47894.0,0.0,1.0,O,0.72,37.0,160000,0.72,0.06,R,0,FIX30,MD,SF,20600,P,360,1.0,NATLCITYMTGECO,"PNCBANK,NATL",0.8752859982200234,222222.22222222222
F104Q2336488,696.0,2/1/2005,0,1/1/2035,,0.25,1.0,O,0.9,39.0,230000,0.9,0.05875,T,0,FIX30,OR,SF,97400,P,360,2.0,NATLCITYMTGECO,"PNCBANK,NATL",-0.0002685346330219728,255555.55555555556
F104Q2336489,800.0,2/1/2005,0,1/1/2035,25420.0,0.0,1.0,O,0.51,25.0,158000,0.51,0.0575,T,0,FIX30,PA,SF,17000,P,360,2.0,CHASEMANHATTANMTGECO,"JPMORGANCHASEBANK,NA",0.8990946738952053,309803.92156862747
F104Q2336491,791.0,4/1/2005,0,6/1/2034,41100.0,0.0,1.0,O,0.77,33.0,163000,0.77,0.05625,R,0,FIX30,UT,SF,84700,P,351,2.0,Other sellers,Other servicers,0.9254920802834575,211688.3116883117
F104Q2336492,726.0,2/1/2005,0,1/1/2035,31020.0,0.0,1.0,O,0.69,60.0,126000,0.69,0.06,R,0,FIX30,WA,SF,98600,P,360,1.0,NATLCITYMTGECO,Other servicers,0.945740762279871,182608.69565217392
F104Q2336493,720.0,2/1/2005,1,1/1/2035,,0.12,1.0,O,0.82,46.0,112000,0.82,0.06375,T,0,FIX30,DE,SF,19900,P,360,1.0,NATLCITYMTGECO,NATLCITYMTGECO,0.9884873795282024,136585.36585365856
F104Q2336494,675.0,2/1/2005,0,1/1/2035,,0.3,1.0,O,0.95,49.0,143000,0.95,0.06375,R,0,FIX30,VA,SF,23900,P,360,2.0,NATLCITYMTGECO,NATLCITYMTGECO,0.9962427028385243,150526.31578947368
F104Q2336495,719.0,2/1/2005,0,1/1/2035,36500.0,0.3,1.0,O,0.95,40.0,232000,0.95,0.0625,R,0,FIX30,WA,SF,98500,P,360,2.0,NATLCITYMTGECO,NATLCITYMTGECO,0.9980848422415706,244210.5263157895
F104Q2336496,622.0,1/1/2005,0,12/1/2034,,0.3,1.0,O,0.95,47.0,162000,0.95,0.06375,T,0,FIX30,PA,PU,18300,P,360,2.0,NATLCITYMTGECO,"PNCBANK,NATL",0.9351413568033302,170526.31578947368
F104Q2336497,817.0,2/1/2005,0,1/1/2035,48864.0,0.0,1.0,O,0.58,27.0,325000,0.58,0.0575,T,0,FIX30,DE,SF,19800,P,360,1.0,NATLCITYMTGECO,Other servicers,0.9381433113033916,560344.827586207
F104Q2336498,775.0,3/1/2005,0,2/1/2035,,0.25,1.0,O,0.95,17.0,116000,0.95,0.05625,T,0,FIX30,LA,SF,70500,P,360,2.0,Other sellers,Other servicers,0.8847893085003975,122105.26315789475
F104Q2336499,736.0,3/1/2005,0,2/1/2035,35380.0,0.25,1.0,O,0.95,54.0,252000,0.95,0.05625,T,0,FIX30,LA,SF,70100,P,360,1.0,Other sellers,Other servicers,0.9887997802055812,265263.15789473685
F104Q2336500,736.0,2/1/2005,0,1/1/2035,16820.0,0.0,1.0,O,0.73,36.0,200000,0.73,0.0575,R,0,FIX30,VA,SF,22900,N,360,2.0,NATLCITYMTGECO,"PNCMTGESERVICES,INC",0.8860654064850753,273972.602739726
F104Q2336501,799.0,4/1/2005,0,3/1/2035,10900.0,0.0,1.0,O,0.68,44.0,334000,0.6,0.05875,R,0,FIX30,PA,SF,18000,P,360,2.0,Other sellers,Other servicers,0.9432826753504588,556666.6666666667
F104Q2336502,788.0,2/1/2005,0,6/1/2034,,0.0,1.0,O,0.8,41.0,172000,0.8,0.06,R,0,FIX30,WI,SF,54700,P,353,2.0,USBANKNA,USBANKNA,0.9815485815047206,215000.0
F104Q2336503,764.0,2/1/2005,0,7/1/2034,11180.0,0.0,1.0,O,0.76,22.0,160000,0.76,0.05875,R,0,FIX30,IA,SF,50200,P,354,2.0,USBANKNA,USBANKNA,0.9217813636492252,210526.31578947368
F104Q2336504,731.0,3/1/2005,0,5/1/2034,,0.25,1.0,O,0.9,46.0,159000,0.9,0.05875,R,0,FIX30,WI,SF,54400,P,351,2.0,USBANKNA,USBANKNA,0.89334962040887,176666.66666666666
F104Q2336505,681.0,2/1/2005,0,5/1/2034,,0.0,1.0,O,0.8,33.0,322000,0.8,0.05875,R,0,FIX30,KY,SF,40000,P,352,2.0,USBANKNA,USBANKNA,0.9590993355954284,402500.0
F104Q2336506,785.0,5/1/2005,0,4/1/2035,37380.0,0.0,1.0,S,0.71,20.0,120000,0.71,0.0575,R,0,FIX30,FL,PU,32100,P,360,2.0,Other sellers,USBANKNA,0.9893742037896202,169014.08450704225
F104Q2336507,787.0,2/1/2005,0,1/1/2035,,0.0,1.0,O,0.72,42.0,166000,0.72,0.0625,T,0,FIX30,VA,SF,23400,P,360,1.0,NATLCITYMTGECO,Other servicers,0.9523004707506973,230555.55555555556
F104Q2336508,740.0,2/1/2005,0,7/1/2034,17140.0,0.0,1.0,O,0.55,42.0,95000,0.55,0.05875,R,0,FIX30,IN,PU,47000,P,354,2.0,USBANKNA,USBANKNA,0.9800542248574102,172727.2727272727
F104Q2336509,624.0,6/1/2005,0,5/1/2034,27260.0,0.0,1.0,O,0.77,29.0,244000,0.77,0.06,R,0,FIX30,FL,SF,32200,P,348,2.0,Other sellers,Other servicers,-0.028350616376869243,316883.1168831169
F104Q2336510,713.0,3/1/2005,0,2/1/2035,25180.0,0.0,1.0,O,0.95,43.0,209000,0.8,0.05875,T,0,FIX30,MD,SF,21700,N,360,2.0,USBANKNA,USBANKNA,0.9165641124632143,261250.0
F104Q2336511,728.0,2/1/2005,0,1/1/2035,,0.3,1.0,O,0.94,43.0,158000,0.94,0.0625,T,0,FIX30,IN,SF,46500,N,360,1.0,NATLCITYMTGECO,Other servicers,0.9503933118341599,168085.10638297873
F104Q2336512,745.0,2/1/2005,0,1/1/2035,,0.3,1.0,O,0.95,43.0,189000,0.95,0.06375,R,0,FIX30,PA,PU,18300,P,360,1.0,NATLCITYMTGECO,NATLCITYMTGECO,0.979366001105178,198947.36842105264
F104Q2336514,662.0,3/1/2005,0,2/1/2035,45300.0,0.3,1.0,O,0.95,23.0,128000,0.95,0.06,T,0,FIX30,FL,PU,33500,P,360,2.0,USBANKNA,USBANKNA,0.9856089561196705,134736.84210526317
F104Q2336516,736.0,5/1/2005,0,4/1/2035,15980.0,0.3,1.0,O,0.95,38.0,218000,0.95,0.05875,R,0,FIX30,FL,SF,33900,P,360,2.0,Other sellers,"PNCMTGESERVICES,INC",0.9301990190188782,229473.68421052632
F104Q2336517,772.0,3/1/2005,0,2/1/2035,36100.0,0.35,1.0,O,0.95,43.0,140000,0.95,0.05875,T,0,FIX30,FL,SF,34400,P,360,2.0,"TAYLOR,BEAN&WHITAKER",Other servicers,0.8707028355718206,147368.42105263157
F104Q2336520,645.0,3/1/2005,0,2/1/2035,49420.0,0.0,1.0,O,0.76,30.0,185000,0.76,0.05875,T,0,FIX30,WA,SF,98900,N,360,2.0,"ABNAMROMTGEGROUP,INC","ABNAMROMTGEGROUP,INC",0.9685168286782121,243421.05263157893
F104Q2336521,689.0,1/1/2005,0,5/1/2034,39460.0,0.0,1.0,S,0.77,23.0,173000,0.77,0.05875,T,0,FIX30,FL,SF,33900,N,353,1.0,"ABNAMROMTGEGROUP,INC","ABNAMROMTGEGROUP,INC",0.9857104704933596,224675.32467532466
F104Q2336522,775.0,2/1/2005,0,5/1/2034,,0.0,1.0,O,0.75,36.0,250000,0.75,0.06125,T,0,FIX30,NJ,SF,8700,P,352,1.0,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC",0.939306019057427,333333.3333333333
F104Q2336530,712.0,3/1/2005,0,2/1/2035,33460.0,0.25,1.0,O,0.9,60.0,348000,0.9,0.05875,T,0,FIX30,WI,SF,54000,P,360,2.0,"ABNAMROMTGEGROUP,INC","ABNAMROMTGEGROUP,INC",0.9917375131374785,386666.6666666667
F104Q2336532,707.0,2/1/2005,0,5/1/2034,,0.3,1.0,O,0.95,37.0,254000,0.95,0.0575,T,0,FIX30,FL,SF,32000,P,352,1.0,"ABNAMROMTGEGROUP,INC","ABNAMROMTGEGROUP,INC",0.9910885241016674,267368.4210526316
F104Q2336534,782.0,2/1/2005,0,6/1/2034,18140.0,0.12,1.0,O,0.84,37.0,204000,0.84,0.05625,T,0,FIX30,OH,SF,43200,P,353,2.0,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC",0.9095343226330418,242857.14285714287
F104Q2336537,661.0,2/1/2005,0,1/1/2035,38940.0,0.0,1.0,O,0.75,27.0,160000,0.75,0.0575,T,0,FIX30,FL,SF,34900,P,360,1.0,"ABNAMROMTGEGROUP,INC","ABNAMROMTGEGROUP,INC",0.9875681342446853,213333.33333333334
F104Q2336538,708.0,2/1/2005,0,1/1/2035,45220.0,0.0,1.0,O,0.73,36.0,154000,0.73,0.0575,T,0,FIX30,FL,SF,32300,P,360,2.0,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC",0.915900830592407,210958.90410958906
F104Q2336539,686.0,3/1/2005,0,2/1/2035,45220.0,0.0,1.0,O,0.8,36.0,275000,0.8,0.0575,T,0,FIX30,FL,SF,32300,P,360,1.0,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC",0.868679988177567,343750.0
F104Q2336540,796.0,2/1/2005,0,1/1/2035,36100.0,0.0,1.0,O,0.77,32.0,94000,0.77,0.055,T,0,FIX30,FL,SF,34400,P,360,1.0,"ABNAMROMTGEGROUP,INC","ABNAMROMTGEGROUP,INC",0.9877020108039593,122077.92207792208
F104Q2336541,746.0,3/1/2005,0,2/1/2035,,0.0,1.0,O,0.61,37.0,104000,0.61,0.055,T,0,FIX30,FL,SF,34400,P,360,2.0,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC",0.8857987196003247,170491.80327868852
F104Q2336544,645.0,1/1/2005,0,5/1/2034,,0.25,1.0,O,0.86,49.0,133000,0.86,0.0625,T,0,FIX30,WV,SF,26700,P,353,1.0,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC",-0.0017344952510301057,154651.16279069768
F104Q2336561,648.0,4/1/2005,0,3/1/2035,24660.0,0.25,1.0,O,0.9,40.0,149000,0.9,0.05375,R,0,FIX30,NC,SF,27300,P,360,1.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.0002563879552153999,165555.55555555556
F104Q2336562,792.0,3/1/2005,0,2/1/2035,,0.0,1.0,O,0.8,29.0,167000,0.8,0.055,R,0,FIX30,FL,PU,32300,P,360,1.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9227150411602772,208750.0
F104Q2336563,767.0,3/1/2005,0,2/1/2035,,0.0,1.0,O,0.8,32.0,95000,0.8,0.055,R,0,FIX30,NC,PU,28700,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9358225810385602,118750.0
F104Q2336564,643.0,4/1/2005,0,3/1/2035,16740.0,0.3,1.0,O,0.95,50.0,284000,0.95,0.05625,R,0,FIX30,SC,SF,29700,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.8775363365915912,298947.36842105264
F104Q2336565,774.0,3/1/2005,0,2/1/2035,24660.0,0.0,1.0,O,0.76,43.0,94000,0.76,0.05625,R,0,FIX30,NC,SF,27200,P,360,1.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.055322454501191776,123684.21052631579
F104Q2336566,768.0,4/1/2005,0,3/1/2035,28940.0,0.0,1.0,O,0.54,40.0,160000,0.54,0.05625,R,0,FIX30,TN,SF,37800,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9016224939514628,296296.2962962963
F104Q2336567,643.0,3/1/2005,0,2/1/2035,22180.0,0.0,1.0,S,0.8,28.0,127000,0.8,0.05625,R,0,FIX30,NC,SF,28300,P,360,1.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,-0.006694315595914969,158750.0
F104Q2336568,735.0,4/1/2005,0,3/1/2035,,0.0,1.0,O,0.7,34.0,165000,0.7,0.05625,R,0,FIX30,VA,SF,22700,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9978679908291447,235714.28571428574
F104Q2336569,666.0,4/1/2005,0,3/1/2035,49180.0,0.3,1.0,O,0.95,39.0,265000,0.95,0.05625,R,0,FIX30,NC,PU,27000,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.8938787675668517,278947.36842105264
F104Q2336570,674.0,3/1/2005,0,2/1/2035,,0.0,1.0,S,0.75,16.0,100000,0.75,0.05625,R,0,FIX30,NC,SF,28900,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.8975297652839824,133333.33333333334
F104Q2336571,762.0,4/1/2005,0,3/1/2035,,0.0,1.0,O,0.61,37.0,200000,0.61,0.05625,R,0,FIX30,NC,SF,28600,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9256477183256197,327868.8524590164
F104Q2336572,756.0,4/1/2005,0,3/1/2035,42340.0,0.0,1.0,O,0.55,46.0,242000,0.55,0.05625,R,0,FIX30,GA,SF,31400,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9397327739595345,439999.99999999994
F104Q2336573,589.0,3/1/2005,0,2/1/2035,,0.0,1.0,S,0.53,53.0,296000,0.53,0.05755,R,0,FIX30,WI,SF,54800,N,360,1.0,Other sellers,Other servicers,0.9167922182361807,558490.5660377358
F104Q2336574,812.0,3/1/2005,0,2/1/2035,,0.0,1.0,O,0.38,27.0,210000,0.38,0.0525,R,0,FIX30,OR,SF,97500,P,360,2.0,Other sellers,Other servicers,0.9092576286664196,552631.5789473684
F104Q2336575,679.0,3/1/2005,0,2/1/2035,,0.0,1.0,O,0.8,32.0,296000,0.8,0.05875,R,0,FIX30,FL,PU,32000,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9874066123000739,370000.0
F104Q2336576,751.0,4/1/2005,0,3/1/2035,,0.3,1.0,S,0.95,48.0,279000,0.95,0.0575,R,0,FIX30,NC,SF,27500,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.916964572229888,293684.2105263158
F104Q2336577,705.0,4/1/2005,0,3/1/2035,,0.0,1.0,O,0.4,17.0,70000,0.4,0.0575,R,0,FIX30,FL,SF,34400,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.8827688576168987,175000.0
F104Q2336578,687.0,3/1/2005,0,2/1/2035,40060.0,0.0,1.0,O,0.75,41.0,232000,0.75,0.05875,R,0,FIX30,VA,PU,23100,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.010282577101118939,309333.3333333333
F104Q2336579,771.0,3/1/2005,0,2/1/2035,20500.0,0.0,1.0,O,0.41,52.0,160000,0.41,0.0575,R,0,FIX30,NC,SF,27700,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9261126232192882,390243.9024390244
F104Q2336580,814.0,4/1/2005,0,3/1/2035,,0.0,1.0,O,0.8,32.0,211000,0.8,0.0575,R,0,FIX30,NC,SF,28500,P,360,1.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9654788616980937,263750.0
F104Q2336581,752.0,4/1/2005,0,3/1/2035,49180.0,0.0,1.0,O,0.8,39.0,244000,0.8,0.0575,R,0,FIX30,NC,SF,27000,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9400513910116716,305000.0
F104Q2336582,794.0,4/1/2005,0,3/1/2035,,0.0,1.0,S,0.75,27.0,165000,0.75,0.05875,R,0,FIX30,NC,SF,27500,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9527727198751843,220000.0
F104Q2336583,768.0,4/1/2005,0,3/1/2035,,0.0,1.0,O,0.49,19.0,100000,0.49,0.05875,R,0,FIX30,NC,SF,28900,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9429177099955212,204081.63265306124
F104Q2336584,748.0,4/1/2005,0,3/1/2035,49180.0,0.0,1.0,O,0.48,22.0,210000,0.48,0.0575,R,0,FIX30,NC,PU,27100,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.899972063708088,437500.0
F104Q2336585,745.0,3/1/2005,0,2/1/2035,,0.3,1.0,O,0.95,39.0,184000,0.95,0.0575,R,0,FIX30,SC,SF,29500,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,-0.003215963791465908,193684.2105263158
F104Q2336586,779.0,3/1/2005,0,2/1/2035,,0.0,1.0,O,0.61,29.0,330000,0.61,0.05875,R,0,FIX30,NC,SF,28500,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9359812866188069,540983.606557377
F104Q2336587,793.0,4/1/2005,0,3/1/2035,,0.0,1.0,O,0.8,59.0,146000,0.8,0.05875,R,0,FIX30,SC,SF,29600,P,360,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.8713330377805659,182500.0
F104Q2336588,752.0,4/1/2005,0,3/1/2035,,0.0,1.0,O,0.73,,218000,0.73,0.06375,R,0,FIX30,PA,SF,18400,P,360,2.0,Other sellers,Other servicers,0.9501957487143116,298630.1369863014
F104Q2336589,765.0,3/1/2005,0,2/1/2035,37860.0,0.0,1.0,O,0.49,36.0,95000,0.49,0.0575,R,0,FIX30,FL,SF,32500,P,360,2.0,Other sellers,"JPMORGANCHASEBANK,NA",0.9247404403804328,193877.55102040817
F104Q2336591,737.0,5/1/2005,0,4/1/2035,,0.3,1.0,O,0.95,36.0,161000,0.95,0.06,R,0,FIX30,FL,SF,32100,P,360,2.0,Other sellers,"PNCBANK,NATL",0.0020954588363204167,169473.68421052632
F104Q2336592,667.0,4/1/2005,0,3/1/2035,17460.0,0.0,1.0,O,0.71,49.0,334000,0.64,0.055,R,0,FIX30,OH,SF,44100,P,360,2.0,Other sellers,Other servicers,0.9012428128112892,521875.0
F104Q2336593,638.0,4/1/2005,0,3/1/2035,,0.0,1.0,O,0.79,49.0,80000,0.79,0.055,R,0,FIX30,OH,SF,44000,P,360,1.0,Other sellers,Other servicers,0.9911361500037772,101265.82278481012
F104Q2336594,784.0,4/1/2005,0,3/1/2035,49620.0,0.12,1.0,O,0.85,24.0,280000,0.85,0.06,T,0,FIX30,PA,SF,17000,N,360,2.0,Other sellers,NATLCITYMTGECO,0.9929571430488049,329411.76470588235
F104Q2336595,683.0,3/1/2005,0,2/1/2035,26420.0,0.0,1.0,O,0.76,46.0,216000,0.76,0.05875,T,0,FIX30,TX,PU,77400,N,360,2.0,Other sellers,Other servicers,0.8887577660087141,284210.5263157895
F104Q2336596,729.0,3/1/2005,0,2/1/2035,19124.0,0.0,1.0,O,0.72,43.0,169000,0.72,0.0575,T,0,FIX30,TX,SF,75100,N,360,2.0,Other sellers,Other servicers,0.9389205688745932,234722.22222222222
F104Q2336597,728.0,2/1/2005,0,1/1/2035,23104.0,0.0,1.0,O,0.8,39.0,128000,0.8,0.0575,T,0,FIX30,TX,SF,76000,N,360,1.0,Other sellers,Other servicers,0.9283068861881647,160000.0
F104Q2336598,779.0,3/1/2005,0,2/1/2035,26420.0,0.25,1.0,O,0.91,49.0,296000,0.91,0.0575,T,0,FIX30,TX,PU,77500,N,360,2.0,Other sellers,Other servicers,0.9230845388287658,325274.72527472524
F104Q2336599,680.0,2/1/2005,0,1/1/2035,26420.0,0.0,1.0,O,0.55,64.0,234000,0.55,0.05625,T,0,FIX30,TX,PU,77400,N,360,2.0,Other sellers,Other servicers,0.8779245223306342,425454.5454545454
F104Q2336600,777.0,3/1/2005,0,2/1/2035,19124.0,0.0,1.0,O,0.51,48.0,234000,0.51,0.0575,T,0,FIX30,TX,PU,75000,N,360,2.0,Other sellers,Other servicers,0.9599060620354021,458823.5294117647
F104Q2336601,787.0,3/1/2005,0,2/1/2035,12420.0,0.0,1.0,O,0.76,25.0,163000,0.76,0.0575,T,0,FIX30,TX,SF,78700,N,360,1.0,Other sellers,Other servicers,0.9678180693161852,214473.68421052632
F104Q2336602,681.0,4/1/2005,0,3/1/2035,18580.0,0.0,1.0,O,0.63,62.0,253000,0.63,0.05625,T,0,FIX30,TX,SF,78300,N,360,2.0,Other sellers,Other servicers,0.9164747562519859,401587.3015873016
F104Q2336603,716.0,3/1/2005,0,2/1/2035,12420.0,0.25,1.0,O,0.95,36.0,280000,0.95,0.05625,T,0,FIX30,TX,PU,78600,N,360,2.0,Other sellers,Other servicers,0.8677032937211033,294736.84210526315
F104Q2336604,689.0,3/1/2005,0,2/1/2035,26420.0,0.12,1.0,O,0.83,44.0,166000,0.83,0.0575,T,0,FIX30,TX,PU,77300,N,360,2.0,Other sellers,Other servicers,0.8798173704081171,200000.0
F104Q2336605,733.0,3/1/2005,0,2/1/2035,26420.0,0.0,1.0,O,0.77,63.0,148000,0.77,0.05875,T,0,FIX30,TX,PU,77300,N,360,2.0,Other sellers,Other servicers,0.04773731683844942,192207.7922077922
F104Q2336606,691.0,4/1/2005,0,3/1/2035,39140.0,0.17,1.0,O,0.9,49.0,265000,0.9,0.05625,T,0,FIX30,AZ,SF,86300,N,360,1.0,Other sellers,Other servicers,0.9946271524546372,294444.44444444444
F104Q2336607,726.0,3/1/2005,0,2/1/2035,26420.0,0.0,1.0,O,0.67,39.0,308000,0.67,0.05875,T,0,FIX30,TX,SF,77300,N,360,2.0,Other sellers,Other servicers,0.9136637322877883,459701.49253731343
F104Q2336608,721.0,3/1/2005,0,2/1/2035,26420.0,0.0,1.0,O,0.8,42.0,212000,0.8,0.05625,T,0,FIX30,TX,PU,77300,N,360,1.0,Other sellers,Other servicers,0.9417798287548782,265000.0
F104Q2336609,659.0,3/1/2005,0,2/1/2035,41700.0,0.0,1.0,O,0.8,54.0,176000,0.8,0.0575,T,0,FIX30,TX,SF,78100,N,360,1.0,Other sellers,Other servicers,0.021869414074392343,220000.0
F104Q2336610,702.0,4/1/2005,0,3/1/2035,,0.17,1.0,O,0.9,49.0,164000,0.9,0.0575,T,0,FIX30,TX,SF,77500,N,360,1.0,Other sellers,Other servicers,0.9852071002080262,182222.22222222222
F104Q2336611,788.0,3/1/2005,0,2/1/2035,23104.0,0.0,1.0,O,0.8,30.0,213000,0.8,0.05875,R,0,FIX30,TX,SF,76100,N,360,2.0,Other sellers,Other servicers,0.9410065419269,266250.0
F104Q2336612,781.0,3/1/2005,0,2/1/2035,26420.0,0.0,1.0,O,0.22,65.0,72000,0.22,0.05875,T,0,FIX30,TX,PU,77500,N,360,1.0,Other sellers,Other servicers,0.9262567831932544,327272.7272727273
F104Q2336613,720.0,3/1/2005,0,2/1/2035,19124.0,0.12,1.0,O,0.84,36.0,298000,0.84,0.0575,T,0,FIX30,TX,PU,75000,N,360,2.0,Other sellers,Other servicers,0.9711424755217242,354761.9047619048
F104Q2336614,680.0,3/1/2005,0,2/1/2035,26420.0,0.0,1.0,O,0.8,48.0,211000,0.8,0.0575,T,0,FIX30,TX,PU,77400,N,360,2.0,Other sellers,Other servicers,0.9299427335103306,263750.0
F104Q2336615,798.0,2/1/2005,0,1/1/2035,41700.0,0.0,1.0,O,0.3,61.0,125000,0.3,0.0575,R,0,FIX30,TX,SF,78200,N,360,2.0,Other sellers,Other servicers,0.9914786576297481,416666.6666666667
F104Q2336616,766.0,5/1/2005,0,1/1/2035,,0.0,2.0,O,0.8,26.0,188000,0.8,0.05875,R,0,FIX30,MI,SF,48600,P,357,2.0,Other sellers,"PNCBANK,NATL",0.8795102916083474,235000.0
F104Q2336617,682.0,2/1/2005,0,1/1/2035,19124.0,0.0,1.0,O,0.63,50.0,133000,0.63,0.05875,T,0,FIX30,TX,SF,76000,N,360,1.0,Other sellers,Other servicers,0.9937826563615675,211111.11111111112
F104Q2336620,720.0,3/1/2005,1,2/1/2035,37340.0,0.12,1.0,O,0.83,27.0,133000,0.83,0.05875,R,0,FIX30,FL,SF,32900,P,360,1.0,Other sellers,Other servicers,0.0009609804777371494,160240.9638554217
F104Q2336621,616.0,3/1/2005,0,2/1/2035,29460.0,0.3,1.0,O,0.95,51.0,329000,0.95,0.06375,R,0,FIX30,FL,SF,33800,P,360,2.0,Other sellers,Other servicers,0.92017591595298,346315.7894736842
F104Q2336622,793.0,3/1/2005,0,2/1/2035,,0.3,1.0,O,0.44,40.0,72000,0.44,0.055,R,0,FIX30,FL,SF,33800,P,360,2.0,Other sellers,Other servicers,0.921112780645311,163636.36363636365
F104Q2336623,794.0,4/1/2005,0,3/1/2035,37340.0,0.0,1.0,O,0.61,32.0,153000,0.61,0.05875,R,0,FIX30,FL,SF,32900,P,360,1.0,Other sellers,Other servicers,0.06440802555725973,250819.67213114756
F104Q2336624,767.0,4/1/2005,0,3/1/2035,,0.0,1.0,O,0.52,48.0,125000,0.52,0.05625,T,0,FIX30,FL,SF,33800,P,360,2.0,"TAYLOR,BEAN&WHITAKER",Other servicers,0.9868237601360116,240384.61538461538
F104Q2336626,653.0,2/1/2005,0,1/1/2035,23060.0,0.0,1.0,O,0.8,28.0,219000,0.8,0.05875,R,0,FIX30,IN,SF,46700,P,360,2.0,Other sellers,Other servicers,0.003136092930963818,273750.0
F104Q2336627,772.0,4/1/2005,0,3/1/2034,,0.0,1.0,O,0.8,17.0,154000,0.8,0.05875,R,0,FIX30,VT,SF,5300,P,348,1.0,Other sellers,Other servicers,0.979574095478129,192500.0
F104Q2336628,783.0,4/1/2005,1,3/1/2035,,0.0,1.0,O,0.65,32.0,110000,0.65,0.0575,R,0,FIX30,MA,SF,1300,P,360,1.0,Other sellers,Other servicers,0.9435105678776102,169230.76923076922
F104Q2336629,780.0,5/1/2005,0,4/1/2035,37460.0,0.25,1.0,O,0.9,34.0,225000,0.9,0.05875,R,0,FIX30,FL,SF,32400,P,360,2.0,Other sellers,"PNCBANK,NATL",-0.003014503781788274,250000.0
F104Q2336630,748.0,2/1/2005,0,1/1/2035,49660.0,0.0,1.0,O,0.6,49.0,123000,0.6,0.06,R,0,FIX30,PA,SF,16100,P,360,2.0,Other sellers,Other servicers,0.9447581610528899,205000.0
F104Q2336631,779.0,3/1/2005,0,2/1/2035,15940.0,0.3,1.0,O,0.95,42.0,171000,0.95,0.05875,R,0,FIX30,OH,SF,44700,P,360,1.0,Other sellers,Other servicers,0.9164292911939376,180000.0
F104Q2336632,752.0,4/1/2005,0,3/1/2035,17460.0,0.0,1.0,O,0.75,49.0,158000,0.75,0.05875,R,0,FIX30,OH,SF,44000,P,360,2.0,Other sellers,Other servicers,0.9099288982097793,210666.66666666666
F104Q2336635,678.0,4/1/2005,1,6/1/2034,,0.0,1.0,O,0.8,19.0,162000,0.8,0.05875,R,0,FIX30,PA,PU,18300,P,351,2.0,Other sellers,Other servicers,0.8705937909302821,202500.0
F104Q2336636,669.0,4/1/2005,0,6/1/2034,10900.0,0.3,1.0,O,0.95,32.0,320000,0.95,0.05875,R,0,FIX30,PA,SF,18300,P,351,2.0,Other sellers,Other servicers,0.015994571270275506,336842.1052631579
