loan_seq_number,credit_score,first_payment_date,first_time_homebuyer_flag,maturity_date,msa,mortgage_insurance_percentage,number_of_units,occupancy_status,original_combined_ltv,original_dti_ratio,original_upb,original_ltv,original_interest_rate,channel,prepayment_penalty_flag,product_type,property_state,property_type,postal_code,loan_purpose,original_loan_term,number_of_borrowers,seller_name,servicer_name
F102Q3455284,692,7/1/2006,N,9/1/2032,47644,0,1,O,73,33,136000,73,6.875,R,N,FIX30,MI,MH,48800,P,315,2,Other sellers,Other servicers
F102Q3455317,722,11/1/2006,N,9/1/2032,34820,0,1,O,23,56,90000,23,7.125,R,N,FIX30,SC,SF,29500,P,311,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q3455337,755,1/1/2007,N,12/1/2036,10580,25,1,O,90,31,117000,90,6.75,T,N,FIX30,NY,SF,12100,N,360,2,Other sellers,Other servicers
F102Q3455338,796,6/1/2006,N,9/1/2032,,0,1,O,56,54,300000,56,5.875,R,N,FIX30,MI,SF,49700,P,316,2,Other sellers,Other servicers
F102Q3455364,687,10/1/2006,,9/1/2036,12620,0,1,O,66,33,125000,66,7,R,N,FIX30,ME,SF,4400,C,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F102Q3455370,726,12/1/2006,,12/1/2032,,25,1,O,82,39,76000,82,6.75,R,N,FIX30,NY,SF,13400,N,313,2,Other sellers,Other servicers
F102Q3455389,751,2/1/2007,,5/1/2033,,0,1,O,82,29,132000,68,6.125,R,N,FIX30,OH,SF,44400,N,316,2,Other sellers,Other servicers
F102Q3455390,754,3/1/2007,N,10/1/2032,26420,0,1,O,64,29,224000,64,6.625,R,N,FIX30,TX,PU,77300,N,308,2,Other sellers,Other servicers
F102Q3455394,723,11/1/2006,N,9/1/2032,27900,0,3,O,73,33,176000,73,6.75,R,N,FIX30,MO,SF,64800,N,311,2,USBANKNA,USBANKNA
F102Q3455397,777,4/1/2007,N,10/1/2032,,0,1,I,71,5,63000,71,6.75,R,N,FIX30,SC,CO,29500,N,307,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q3455429,746,6/1/2007,N,9/1/2032,31540,0,1,O,47,55,63000,47,6.625,R,N,FIX30,WI,SF,53700,P,304,2,Other sellers,Other servicers
F102Q3455435,773,10/1/2007,N,10/1/2032,26420,0,1,O,73,36,211000,73,6.625,R,N,FIX30,TX,PU,77400,P,301,2,Other sellers,Other servicers
F102Q3455438,704,12/1/2005,N,10/1/2032,31140,0,1,O,74,32,122000,74,6,R,N,FIX30,KY,SF,40000,N,323,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455440,817,11/1/2005,N,9/1/2032,34940,0,1,O,48,50,223000,48,6,R,N,FIX30,FL,SF,34100,N,323,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455441,790,12/1/2005,N,10/1/2032,31140,0,1,O,49,26,80000,49,6,R,N,FIX30,KY,SF,40200,N,323,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455442,802,12/1/2005,N,10/1/2032,21780,0,1,O,61,15,152000,61,6,R,N,FIX30,IN,SF,47600,N,323,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455443,750,12/1/2005,N,10/1/2032,47644,0,1,O,71,50,114000,71,6.125,R,N,FIX30,MI,SF,48000,C,323,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455444,738,12/1/2005,N,10/1/2032,19380,0,1,O,77,53,160000,77,6.125,R,N,FIX30,OH,SF,45300,N,323,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455445,736,11/1/2005,N,9/1/2032,16974,0,1,O,73,43,123000,73,6.125,R,N,FIX30,IL,SF,60400,N,323,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455446,714,12/1/2005,N,10/1/2032,45780,0,1,O,70,40,79000,70,6.375,R,N,FIX30,OH,SF,43600,C,323,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455447,759,3/1/2006,N,8/1/2032,26100,0,1,O,71,44,126000,71,6.5,R,N,FIX30,MI,SF,49400,C,318,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455448,792,10/1/2006,Y,7/1/2032,45780,0,1,O,37,31,138000,37,6.75,R,N,FIX30,OH,SF,43600,P,310,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455449,798,10/1/2006,N,8/1/2032,18140,0,1,O,44,36,109000,44,6.75,R,N,FIX30,OH,SF,43100,N,311,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455450,761,10/1/2006,Y,3/1/2033,,30,1,O,89,43,143000,89,6.75,R,N,FIX30,OH,SF,45800,P,318,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455451,799,11/1/2006,N,10/1/2032,18140,0,1,O,63,30,123000,63,6.75,R,N,FIX30,OH,SF,43000,C,312,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455452,784,8/1/2006,N,10/1/2032,26100,0,1,O,68,37,129000,68,6.875,R,N,FIX30,MI,SF,49400,N,315,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455453,753,8/1/2006,Y,10/1/2032,45780,0,1,O,39,35,68000,39,6.875,R,N,FIX30,OH,CO,43500,P,315,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3455471,619,10/1/2006,Y,8/1/2032,44140,30,1,O,89,18,106000,89,6.915,R,,FIX30,MA,SF,1300,P,311,2,Other sellers,Other servicers
F102Q3455498,701,1/1/2005,N,10/1/2032,44140,30,1,O,92,19,115000,92,5.785,R,,FIX30,MA,SF,1300,P,334,2,Other sellers,Other servicers
F102Q3456240,813,4/1/2007,N,9/1/2032,15804,0,1,O,80,13,69000,74,6.62,R,Y,FIX30,NJ,CO,8000,P,306,1,Other sellers,"WELLSFARGOBANK,NA"
F102Q3456241,741,6/1/2007,N,8/1/2032,12420,0,1,S,70,23,78000,54,6.9,R,N,FIX30,TX,CO,78700,P,303,2,Other sellers,"WELLSFARGOBANK,NA"
F102Q3456242,794,5/1/2007,Y,9/1/2032,38060,0,1,O,91,28,140000,73,6.75,R,Y,FIX30,AZ,PU,85300,P,305,1,Other sellers,"WELLSFARGOBANK,NA"
F102Q3456243,731,4/1/2007,Y,7/1/2032,,0,1,O,90,30,215000,76,6.76,R,Y,FIX30,NJ,SF,7000,P,304,2,Other sellers,Other servicers
F102Q3456244,732,11/1/2006,Y,8/1/2032,26420,0,1,O,78,24,113000,72,6.85,B,Y,FIX30,TX,PU,77400,P,310,1,Other sellers,"WELLSFARGOBANK,NA"
F102Q3456245,768,1/1/2007,N,9/1/2032,40900,0,1,O,52,26,146000,42,6.71,R,Y,FIX30,CA,SF,95700,C,309,2,Other sellers,"WELLSFARGOBANK,NA"
F102Q3456263,731,9/1/2005,N,9/1/2032,,0,1,S,80,35,211000,77,5.875,R,N,FIX30,MI,SF,49300,P,325,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3456339,670,2/1/2005,N,10/1/2032,15380,0,1,O,83,,95000,83,4.61,R,N,FIX30,NY,SF,14000,C,333,1,Other sellers,Other servicers
F102Q3456341,783,9/1/2005,N,9/1/2032,35004,0,1,O,65,,205000,63,4.48,R,N,FIX30,NY,SF,11500,P,325,2,Other sellers,Other servicers
F102Q3456342,773,5/1/2005,N,9/1/2032,35644,0,1,O,65,,289000,63,4.63,R,N,FIX30,NJ,CO,7000,P,329,1,Other sellers,Other servicers
F102Q3456465,703,4/1/2006,N,8/1/2032,19180,0,1,O,85,50,91000,83,7.35,C,Y,FIX30,IL,SF,61800,C,317,2,Other sellers,"CITIMORTGAGE,INC"
F102Q3456502,587,1/1/2005,N,9/1/2032,24660,0,1,O,78,16,67000,78,7.25,R,N,FIX30,NC,SF,27400,C,333,1,Other sellers,"CITIMORTGAGE,INC"
F102Q4525662,675,6/1/2005,N,5/1/2035,,0,1,S,80,41,260000,80,6.375,T,N,FIX30,NC,SF,28600,N,360,2,Other sellers,Other servicers
F102Q4525697,737,3/1/2005,N,2/1/2035,19660,0,1,O,56,41,276000,56,5.75,R,N,FIX30,FL,SF,32700,P,360,2,Other sellers,Other servicers
F102Q4525824,706,1/1/2005,N,12/1/2032,11020,0,1,O,65,48,103000,65,5.885,R,N,FIX30,PA,SF,16600,C,336,2,Other sellers,Other servicers
F102Q4525866,711,1/1/2005,N,11/1/2033,25860,25,1,O,80,30,161000,80,6,R,N,FIX30,NC,SF,28600,P,347,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q4525867,787,1/1/2005,N,1/1/2034,43900,0,1,O,78,35,92000,78,5.625,R,N,FIX30,SC,SF,29300,P,349,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q4525868,716,2/1/2005,N,4/1/2033,,12,1,O,83,44,257000,83,5.795,R,N,FIX30,PA,SF,16800,N,339,2,Other sellers,Other servicers
F102Q4525870,773,1/1/2005,N,11/1/2032,46140,0,1,O,51,25,249000,51,5.75,R,N,FIX30,OK,SF,74000,N,335,1,Other sellers,Other servicers
F102Q4525923,757,2/1/2005,N,7/1/2033,33340,0,1,O,74,29,125000,74,5.875,R,N,FIX30,WI,SF,53000,P,342,2,Other sellers,Other servicers
F102Q4525961,776,2/1/2005,N,12/1/2032,,0,1,O,73,24,148000,73,5.875,R,N,FIX30,OK,SF,74000,P,335,2,Other sellers,Other servicers
F102Q4525962,776,2/1/2005,N,1/1/2033,11260,0,1,O,45,15,195000,45,5.875,R,N,FIX30,AK,SF,99500,C,336,2,Other sellers,Other servicers
F102Q4525964,700,2/1/2005,N,12/1/2033,,0,1,O,66,47,250000,66,5.875,R,N,FIX30,WV,PU,25800,P,347,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q4525965,791,2/1/2005,N,12/1/2032,,30,1,O,85,30,211000,85,5.875,R,N,FIX30,OK,SF,74000,P,335,2,Other sellers,Other servicers
F102Q4525969,796,2/1/2005,N,12/1/2032,29404,0,1,O,67,20,251000,67,5.875,T,N,FIX30,WI,SF,53100,P,335,2,Other sellers,Other servicers
F102Q4525970,792,2/1/2005,N,1/1/2035,,0,1,O,57,28,360000,57,6.25,T,N,FIX30,DE,SF,19900,C,360,2,Other sellers,Other servicers
F102Q4525971,701,3/1/2005,N,12/1/2032,26420,0,1,O,77,22,229000,77,5.875,R,N,FIX30,TX,PU,77000,P,334,1,Other sellers,Other servicers
F102Q4526087,803,3/1/2005,N,3/1/2033,45060,25,1,O,86,33,128000,86,6,R,N,FIX30,NY,SF,13100,N,337,2,Other sellers,Other servicers
F102Q4526089,685,3/1/2005,N,1/1/2033,,0,1,O,70,29,289000,65,5.875,R,N,FIX30,OK,SF,74000,P,335,2,Other sellers,Other servicers
F102Q4526092,764,3/1/2005,N,1/1/2033,26420,0,1,O,77,33,220000,77,5.875,R,N,FIX30,TX,PU,77000,P,335,1,Other sellers,Other servicers
F102Q4526093,755,2/1/2005,N,1/1/2035,,12,1,O,82,42,138000,82,5.875,R,N,FIX30,NY,SF,13800,N,360,1,Other sellers,Other servicers
F102Q4526095,788,1/1/2005,N,1/1/2033,14020,0,1,O,53,26,130000,53,5.875,R,N,FIX30,IN,SF,47400,N,337,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526098,745,1/1/2005,N,11/1/2032,45780,0,1,O,63,39,224000,63,5.875,R,N,FIX30,OH,SF,43500,N,335,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526099,746,2/1/2005,N,11/1/2032,23844,0,1,O,71,47,170000,71,5.875,R,N,FIX30,IN,SF,46300,N,334,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526148,746,4/1/2005,N,3/1/2033,,0,1,O,69,50,155000,69,5.875,R,N,FIX30,NY,SF,13400,N,336,1,Other sellers,Other servicers
F102Q4526150,688,2/1/2005,N,1/1/2035,12580,12,1,O,82,47,280000,82,6.375,T,N,FIX30,MD,SF,20700,N,360,2,Other sellers,Other servicers
F102Q4526157,741,4/1/2005,N,1/1/2033,29940,0,1,O,77,39,158000,77,5.875,R,N,FIX30,KS,SF,66000,N,334,2,Other sellers,Other servicers
F102Q4526176,656,3/1/2005,N,2/1/2035,33460,0,1,O,79,46,230000,79,6,T,N,FIX30,MN,SF,55400,P,360,1,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F102Q4526182,768,3/1/2005,N,1/1/2033,,0,1,O,72,15,97000,72,6,R,N,FIX30,OH,SF,45800,N,335,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526183,756,3/1/2005,N,11/1/2032,15980,0,1,O,72,29,121000,72,6,R,N,FIX30,FL,PU,34100,C,333,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526186,667,4/1/2005,N,1/1/2033,,0,1,O,78,42,123000,72,6,R,N,FIX30,MI,SF,49600,N,334,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526187,739,2/1/2005,N,1/1/2033,34740,0,1,O,55,29,82000,55,6.125,R,N,FIX30,MI,SF,49400,C,336,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526189,691,5/1/2005,N,4/1/2035,45104,0,1,O,66,46,228000,66,6,R,N,FIX30,WA,SF,98300,P,360,2,Other sellers,Other servicers
F102Q4526192,767,5/1/2005,N,11/1/2032,26420,0,1,S,58,25,235000,58,6.375,R,N,FIX30,TX,PU,77300,P,331,2,Other sellers,Other servicers
F102Q4526356,740,6/1/2005,N,5/1/2035,37380,35,1,S,95,19,107000,95,6,T,N,FIX30,FL,PU,32100,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F102Q4526357,736,7/1/2005,N,6/1/2035,,0,1,O,57,27,160000,57,5.6,R,N,FIX30,WA,SF,98300,P,360,2,Other sellers,Other servicers
F102Q4526358,767,6/1/2005,N,1/1/2033,39300,0,1,O,57,35,241000,57,5.875,R,N,FIX30,RI,SF,2800,P,332,2,Other sellers,Other servicers
F102Q4526482,688,8/1/2005,N,11/1/2032,46540,30,1,O,91,35,156000,91,6,R,N,FIX30,NY,SF,13400,P,328,2,Other sellers,Other servicers
F102Q4526547,722,9/1/2005,N,2/1/2033,26900,0,1,O,74,33,209000,74,6,R,N,FIX30,IN,SF,46100,P,330,2,Other sellers,Other servicers
F102Q4526548,803,8/1/2005,N,12/1/2032,38060,0,1,O,27,,104000,27,6,T,N,FIX30,AZ,SF,85200,P,329,2,Other sellers,Other servicers
F102Q4526553,725,7/1/2005,N,6/1/2035,49660,0,1,O,80,28,81000,80,6.5,R,N,FIX30,OH,MH,44400,N,360,2,NATLCITYMTGECO,Other servicers
F102Q4526584,547,5/1/2005,N,4/1/2035,,30,1,O,90,40,134000,90,7.125,T,N,FIX30,VA,SF,22500,N,360,2,Other sellers,Other servicers
F102Q4526602,673,9/1/2005,N,8/1/2035,44700,0,1,O,80,,288000,80,5.75,R,N,FIX30,CA,SF,95200,P,360,2,NATLCITYMTGECO,NATLCITYMTGECO
F102Q4526603,709,10/1/2005,N,11/1/2032,26420,0,1,O,76,28,212000,76,6,R,N,FIX30,TX,PU,77000,P,326,2,Other sellers,Other servicers
F102Q4526604,727,10/1/2005,N,9/1/2035,20764,0,1,O,80,34,290000,80,6.25,R,N,FIX30,NJ,SF,8700,N,360,2,Other sellers,Other servicers
F102Q4526605,757,10/1/2005,,9/1/2035,40900,0,1,O,39,47,137000,39,7,R,N,FIX30,CA,MH,95600,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F102Q4526608,690,4/1/2005,N,10/1/2032,17140,0,1,O,73,12,129000,73,5.625,R,N,FIX30,OH,SF,45200,N,331,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526609,684,6/1/2005,N,12/1/2032,,0,1,S,38,25,94000,38,6.25,R,N,FIX30,IN,SF,46500,N,331,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526610,707,5/1/2005,N,12/1/2032,17140,25,1,O,87,24,86000,87,5.75,R,N,FIX30,OH,SF,45000,N,332,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526611,737,9/1/2005,N,11/1/2032,21780,0,1,O,74,16,166000,74,6,R,N,FIX30,KY,SF,42400,N,327,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526612,723,6/1/2005,N,1/1/2033,17460,20,1,O,83,21,99000,83,5.875,R,N,FIX30,OH,CO,44000,N,332,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526613,711,8/1/2005,N,1/1/2033,,0,1,O,77,19,104000,77,6,R,N,FIX30,OH,SF,45800,N,330,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526614,759,6/1/2005,N,11/1/2032,,0,1,O,68,23,96000,68,5.625,R,N,FIX30,OH,SF,45800,C,330,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526615,790,5/1/2005,N,11/1/2032,17140,0,1,O,52,39,138000,52,5.75,R,N,FIX30,OH,CO,45200,N,331,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526616,765,11/1/2005,N,1/1/2033,31140,0,1,O,76,30,152000,76,6.25,R,N,FIX30,KY,SF,40200,N,327,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526617,696,11/1/2005,N,12/1/2032,16974,0,1,O,77,49,103000,77,6,R,N,FIX30,IL,SF,60400,N,326,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526618,775,11/1/2005,Y,1/1/2033,21780,12,1,O,82,33,93000,82,5.875,R,N,FIX30,IN,SF,47600,P,327,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4526619,709,11/1/2005,N,11/1/2032,37460,0,1,O,56,37,91000,56,6,R,N,FIX30,FL,SF,32400,N,325,2,Other sellers,Other servicers
F102Q4526644,774,1/1/2006,N,11/1/2032,11020,25,1,O,85,35,101000,85,6.615,R,N,FIX30,PA,SF,16600,P,323,2,Other sellers,Other servicers
F102Q4526645,783,12/1/2005,Y,11/1/2032,46540,0,1,O,71,32,16000,71,6.625,R,N,FIX30,NY,SF,13300,P,324,2,Other sellers,Other servicers
F102Q4526646,663,12/1/2005,N,11/1/2032,37764,0,1,O,70,36,255000,70,6.5,R,N,FIX30,MA,SF,1900,C,324,1,Other sellers,Other servicers
F102Q4526647,786,12/1/2005,N,12/1/2032,26420,0,1,O,76,24,210000,76,6.375,R,N,FIX30,TX,PU,77000,P,325,2,Other sellers,Other servicers
F102Q4526709,698,12/1/2005,N,12/1/2032,39540,0,1,O,48,61,186000,48,6,T,N,FIX30,WI,SF,53100,P,325,1,Other sellers,Other servicers
F102Q4526710,788,12/1/2005,N,11/1/2032,27500,0,1,O,49,40,67000,49,6.25,T,N,FIX30,WI,SF,53500,P,324,1,Other sellers,Other servicers
F102Q4526711,759,12/1/2005,N,11/1/2032,33340,0,1,O,50.15316,17,143000,44,6.25,T,N,FIX30,WI,SF,53000,N,324,1,Other sellers,Other servicers
F102Q4526713,779,12/1/2005,N,11/1/2032,24580,0,1,O,74,30,58000,74,6.375,T,N,FIX30,WI,SF,54100,P,324,1,Other sellers,Other servicers
F102Q4526714,782,1/1/2006,N,12/1/2032,,0,1,O,24,37,80000,24,6.25,T,N,FIX30,WI,SF,53000,P,324,2,Other sellers,Other servicers
F102Q4526715,768,1/1/2006,N,12/1/2032,48140,0,1,O,76,27,129000,76,6.625,T,N,FIX30,WI,SF,54400,P,324,1,Other sellers,Other servicers
F102Q4526759,696,1/1/2006,N,12/1/2032,,0,1,O,43,13,52000,43,6.75,R,N,FIX30,NC,SF,28500,C,324,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q4526763,754,2/1/2006,N,1/1/2036,,0,1,O,66,30,237000,66,6.5,T,N,FIX30,CA,SF,93600,N,360,2,Other sellers,Other servicers
F102Q4526764,799,2/1/2006,N,1/1/2033,33340,0,1,O,27,43,122000,27,6.625,R,N,FIX30,WI,SF,53000,P,324,2,Other sellers,Other servicers
F102Q4526765,703,8/1/2005,N,11/1/2032,,0,1,O,68,10,63000,68,5.75,R,N,FIX30,OH,SF,45600,P,328,2,USBANKNA,USBANKNA
F102Q4526772,790,3/1/2006,N,3/1/2033,,25,1,O,85,48,155000,85,6.6,R,N,FIX30,NY,SF,12800,N,325,2,Other sellers,Other servicers
F102Q4526773,681,3/1/2006,N,12/1/2032,,0,1,O,74,33,105000,74,6.625,R,N,FIX30,NY,SF,13600,N,322,2,Other sellers,Other servicers
F102Q4526774,787,2/1/2006,N,12/1/2032,43900,0,1,O,63,31,52000,63,6.75,R,N,FIX30,SC,SF,29300,C,323,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q4526807,724,3/1/2005,N,11/1/2032,,0,1,O,69,30,51000,69,5.75,R,N,FIX30,PA,SF,16400,N,333,2,Other sellers,Other servicers
F102Q4526935,770,2/1/2006,N,1/1/2036,17820,0,1,O,55,51,235000,55,6.875,T,N,FIX30,CO,SF,80800,P,360,2,NATLCITYMTGECO,NATLCITYMTGECO
F102Q4527060,782,3/1/2006,N,2/1/2033,24860,30,1,O,91,22,141000,91,6.75,R,N,FIX30,SC,SF,29300,N,324,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q4527061,804,9/1/2005,N,11/1/2032,,0,1,O,28,12,81000,28,6.25,R,N,FIX30,OR,SF,97000,P,327,2,USBANKNA,USBANKNA
F102Q4527062,809,8/1/2005,N,11/1/2032,40420,17,1,O,82,21,120000,82,6,R,N,FIX30,IL,SF,61100,P,328,2,USBANKNA,USBANKNA
F102Q4527073,802,3/1/2006,N,12/1/2032,,0,1,O,30,37,125000,30,6.625,R,N,FIX30,MI,SF,49700,N,322,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4527074,638,3/1/2006,N,2/1/2036,20764,0,1,O,80,33,214000,80,6.5,R,N,FIX30,NJ,SF,7700,N,360,2,NATLCITYMTGECO,NATLCITYMTGECO
F102Q4527079,798,8/1/2006,N,11/1/2033,12580,0,1,O,58,17,300000,58,6.5,R,N,FIX30,MD,SF,21400,P,328,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q4527080,693,8/1/2006,N,12/1/2033,,0,1,O,78,62,274000,78,6.625,R,N,FIX30,NC,SF,27500,P,329,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q4527081,771,7/1/2006,N,1/1/2033,48900,0,1,O,38,39,57000,38,7,R,N,FIX30,NC,SF,28400,C,319,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q4527104,711,10/1/2006,N,9/1/2033,46540,0,1,O,60,45,215000,60,6.875,R,N,FIX30,NY,SF,13400,P,324,1,Other sellers,Other servicers
F102Q4527105,716,10/1/2006,N,9/1/2036,,25,1,O,86,25,200000,86,6.75,R,N,FIX30,NY,SF,11200,N,360,1,Other sellers,Other servicers
F102Q4527130,725,7/1/2005,N,12/1/2033,,0,1,O,55,,163000,55,6,R,N,FIX30,OH,SF,44600,P,342,2,Other sellers,Other servicers
F102Q4527162,728,12/1/2006,,11/1/2032,49340,0,1,O,74,61,254000,74,6.47,R,N,FIX30,MA,SF,1500,N,312,2,Other sellers,Other servicers
F102Q4527181,797,2/1/2007,N,12/1/2032,15764,0,1,O,52,22,113000,52,6.45,R,N,FIX30,MA,SF,1700,N,311,2,Other sellers,Other servicers
F102Q4527184,698,12/1/2006,N,11/1/2032,,0,1,O,73,46,186000,73,6.5,R,N,FIX30,OK,SF,74000,P,312,2,Other sellers,Other servicers
F102Q4527210,791,12/1/2006,N,11/1/2032,47260,0,1,O,30,30,128000,30,6.75,R,N,FIX30,VA,SF,23400,C,312,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q4527230,795,1/1/2007,N,11/1/2032,,0,1,O,75,22,189000,75,6.25,R,N,FIX30,OK,SF,74000,P,311,2,Other sellers,Other servicers
F102Q4527231,754,11/1/2006,,11/1/2032,,0,1,S,45,24,54000,45,6.625,R,N,FIX30,WI,SF,54800,N,313,2,Other sellers,Other servicers
F102Q4527298,785,1/1/2007,N,1/1/2033,,12,1,O,44,37,109000,44,6.375,R,N,FIX30,OK,SF,74000,P,313,2,Other sellers,Other servicers
F102Q4527299,733,1/1/2007,,12/1/2036,,0,1,O,80,49,73000,80,6.25,T,N,FIX30,TX,SF,75700,N,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F102Q4527300,672,12/1/2006,N,9/1/2033,,0,1,O,42,58,86000,42,6.75,R,N,FIX30,FL,SF,34200,N,322,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q4527301,793,12/1/2005,N,8/1/2033,26100,25,1,O,87,23,133000,87,6.125,R,N,FIX30,MI,SF,49400,P,333,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4527303,575,5/1/2005,N,11/1/2032,28020,0,1,O,67,26,167000,67,6.125,R,N,FIX30,MI,SF,49000,N,331,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4527309,782,2/1/2007,N,1/1/2033,26420,0,1,O,45,20,163000,45,6.25,R,N,FIX30,TX,PU,77400,P,312,2,Other sellers,Other servicers
F102Q4527310,800,3/1/2007,N,12/1/2032,29404,0,1,O,26,,191000,26,6.375,R,N,FIX30,IL,SF,60000,N,310,1,Other sellers,Other servicers
F102Q4527314,765,2/1/2007,N,12/1/2032,26420,0,1,O,75,37,217000,75,6.375,R,N,FIX30,TX,PU,77400,P,311,2,Other sellers,Other servicers
F102Q4527315,796,2/1/2007,N,12/1/2032,,0,1,O,63,53,258000,63,6.5,R,N,FIX30,WI,SF,54900,P,311,2,Other sellers,Other servicers
F102Q4527324,720,3/1/2007,N,1/1/2033,45220,0,1,O,80,43,197000,80,6.5,R,N,FIX30,FL,SF,32300,N,311,2,Other sellers,Other servicers
F102Q4527332,743,3/1/2007,N,1/1/2033,40220,0,1,S,65,10,239000,65,6.625,R,N,FIX30,VA,SF,24100,P,311,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q4527333,708,5/1/2007,N,1/1/2033,,0,1,O,75,30,197000,75,6.375,R,N,FIX30,OK,SF,74000,P,309,2,Other sellers,Other servicers
F102Q4527387,771,11/1/2005,N,1/1/2033,18140,0,1,O,75,36,132000,75,6,R,N,FIX30,OH,SF,43000,N,327,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4527388,801,1/1/2006,N,1/1/2033,45780,0,1,O,73,19,105000,73,6,R,N,FIX30,OH,SF,43500,P,325,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4527389,795,12/1/2005,Y,12/1/2032,17140,0,1,O,73,33,102000,73,6.125,R,N,FIX30,OH,SF,45000,P,325,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4527390,714,12/1/2005,Y,1/1/2033,21140,0,1,O,77,42,73000,77,6.125,R,N,FIX30,IN,PU,46500,P,326,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4527391,790,12/1/2005,N,1/1/2033,,0,1,O,39,31,145000,39,6.125,R,N,FIX30,MI,SF,49600,N,326,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q4527392,786,3/1/2007,N,11/1/2032,18140,0,1,O,53,21,53000,53,6.375,R,N,FIX30,OH,SF,43200,N,309,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
