loan_seq_number,credit_score,first_payment_date,first_time_homebuyer_flag,maturity_date,msa,mortgage_insurance_percentage,number_of_units,occupancy_status,original_combined_ltv,original_dti_ratio,original_upb,original_ltv,original_interest_rate,channel,prepayment_penalty_flag,product_type,property_state,property_type,postal_code,loan_purpose,original_loan_term,number_of_borrowers,seller_name,servicer_name
F104Q1289932,734,5/1/2005,N,4/1/2035,,25,1,O,90,39,77000,90,5.5,T,N,FIX30,WA,SF,98800,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1289933,708,5/1/2005,Y,4/1/2035,37380,25,1,S,90,51,166000,90,6.25,T,N,FIX30,FL,PU,32100,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1289934,749,6/1/2005,Y,5/1/2035,38940,0,1,O,71,31,240000,71,6,T,N,FIX30,FL,PU,34900,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1289935,766,5/1/2005,Y,4/1/2035,24660,0,1,O,80,30,95000,80,5.5,T,N,FIX30,NC,SF,27400,P,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1289936,742,5/1/2005,N,4/1/2035,33460,0,1,O,47,40,105000,47,5.75,T,N,FIX30,MN,SF,55400,C,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1289937,813,5/1/2005,N,4/1/2035,45300,0,1,O,68,39,113000,68,6.125,R,N,FIX30,FL,SF,34600,P,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1289938,746,5/1/2005,N,4/1/2035,38940,0,1,O,72,25,325000,63,5.625,R,N,FIX30,FL,PU,34900,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1289939,760,5/1/2005,N,4/1/2035,37340,0,1,O,95,40,328000,80,5.875,R,N,FIX30,FL,PU,32900,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1289940,728,5/1/2005,,4/1/2035,12580,0,1,O,69,21,300000,69,5.625,R,N,FIX30,MD,SF,21200,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1289941,716,5/1/2005,,4/1/2035,37100,0,1,O,71,50,323000,51,6.125,R,N,FIX30,CA,MH,93000,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1289942,771,5/1/2005,,4/1/2035,40900,0,1,O,56,45,157000,53,5.875,R,N,FIX30,CA,MH,95600,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1289943,688,6/1/2005,,5/1/2035,35084,0,1,O,92,29,200000,80,5.875,R,N,FIX30,PA,LH,18300,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1289944,799,5/1/2005,,4/1/2035,13644,0,1,O,90,37,226000,80,5.875,R,N,FIX30,MD,SF,21700,N,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1289945,613,3/1/2005,,2/1/2035,46340,25,1,O,87,18,120000,87,6.5,T,N,FIX30,TX,SF,75700,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1289955,703,6/1/2005,N,3/1/2034,46140,0,1,O,75,44,96000,75,6,R,N,FIX30,OK,SF,74000,N,346,2,Other sellers,Other servicers
F104Q1289957,760,6/1/2005,N,5/1/2035,,0,1,O,80,44,164000,80,5.875,T,N,FIX30,UT,SF,84600,N,360,2,USBANKNA,USBANKNA
F104Q1289959,786,6/1/2005,N,5/1/2035,15980,0,1,O,71,18,100000,71,5.75,T,N,FIX30,FL,SF,33900,P,360,1,USBANKNA,USBANKNA
F104Q1289963,773,6/1/2005,N,5/1/2035,15980,0,1,O,72,34,297000,72,6.375,R,N,FIX30,FL,SF,33900,P,360,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F104Q1289964,760,6/1/2005,N,5/1/2035,35840,0,1,O,78,27,328000,78,6.375,R,N,FIX30,FL,SF,34200,N,360,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F104Q1289965,720,6/1/2005,N,5/1/2035,15980,0,1,O,51,50,165000,51,6.125,R,N,FIX30,FL,SF,33900,P,360,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F104Q1289966,696,6/1/2005,N,5/1/2035,17460,0,1,O,65,54,307000,65,6.5,T,N,FIX30,OH,SF,44000,P,360,2,Other sellers,Other servicers
F104Q1289968,646,7/1/2005,N,6/1/2035,15980,35,1,O,90,52,178000,90,6.875,R,N,FIX30,FL,SF,33900,P,360,1,Other sellers,Other servicers
F104Q1289969,775,6/1/2005,N,4/1/2034,,0,1,O,38,,63000,38,6.375,T,N,FIX30,WI,SF,54400,P,347,2,Other sellers,Other servicers
F104Q1289972,767,5/1/2005,N,4/1/2035,,0,1,S,80,44,189000,80,6,R,N,FIX30,PA,PU,18300,N,360,2,NATLCITYMTGECO,"PNCMTGESERVICES,INC"
F104Q1289973,764,7/1/2005,N,6/1/2035,37340,0,1,O,46,43,250000,46,5.875,T,N,FIX30,FL,SF,32900,P,360,1,"TAYLOR,BEAN&WHITAKER",Other servicers
F104Q1289974,739,5/1/2005,N,4/1/2035,40484,0,1,O,80,42,303000,80,6,R,N,FIX30,NH,SF,3800,P,360,2,NATLCITYMTGECO,NATLCITYMTGECO
F104Q1289975,704,5/1/2005,N,4/1/2035,42644,0,1,O,78,34,300000,78,6.375,T,N,FIX30,WA,SF,98000,P,360,1,NATLCITYMTGECO,NATLCITYMTGECO
F104Q1289976,736,8/1/2005,N,7/1/2035,27260,0,1,O,28,25,100000,28,6,R,N,FIX30,FL,SF,32000,P,360,2,Other sellers,Other servicers
F104Q1289977,782,5/1/2005,N,4/1/2035,42140,0,1,O,24,43,123000,24,6.375,T,N,FIX30,NM,PU,87500,P,360,2,NATLCITYMTGECO,NATLCITYMTGECO
F104Q1289978,621,5/1/2005,N,4/1/2035,41740,0,1,O,70,52,291000,70,5.875,T,N,FIX30,CA,SF,91900,C,360,2,WASHINGTONMUTUALBANK,Other servicers
F104Q1289979,674,5/1/2005,N,4/1/2035,36420,30,1,O,95,47,195000,95,6.5,T,N,FIX30,OK,SF,74800,N,360,2,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q1289980,665,5/1/2005,N,4/1/2035,,0,1,O,79,43,219000,79,6.25,T,N,FIX30,VA,SF,22700,N,360,2,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q1289981,634,5/1/2005,N,4/1/2035,,0,1,O,80,32,334000,75,6.625,T,N,FIX30,VA,SF,22700,N,360,1,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q1289982,708,5/1/2005,N,4/1/2035,15940,0,1,O,67,54,239000,67,6.25,T,N,FIX30,OH,SF,44700,N,360,1,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q1289986,782,1/1/2005,N,12/1/2034,15380,0,1,O,65,35,250000,65,5,R,N,FIX30,NY,SF,14200,P,360,2,Other sellers,Other servicers
F104Q1290072,787,1/1/2005,N,12/1/2034,,0,1,O,76,14,161000,76,5.5,R,N,FIX30,OH,SF,44400,P,360,2,Other sellers,Other servicers
F104Q1290220,776,1/1/2005,N,12/1/2034,45780,0,1,O,55,15,76000,55,6,R,N,FIX30,OH,SF,43500,P,360,1,Other sellers,Other servicers
F104Q1290244,782,1/1/2005,N,12/1/2034,45780,0,1,O,66,22,91000,66,5.875,R,N,FIX30,OH,SF,43500,P,360,1,Other sellers,Other servicers
F104Q1290351,724,1/1/2005,N,12/1/2034,,0,1,O,48,37,275000,48,5.75,R,N,FIX30,NC,SF,28100,P,360,2,Other sellers,Other servicers
F104Q1290357,648,1/1/2005,N,12/1/2034,17460,0,1,O,74,26,288000,74,5.75,R,N,FIX30,OH,SF,44000,P,360,2,Other sellers,Other servicers
F104Q1290382,793,1/1/2005,N,12/1/2034,39100,0,1,O,85,17,349000,85,6,R,N,FIX30,NY,SF,12500,P,360,2,Other sellers,Other servicers
F104Q1290384,748,1/1/2005,N,12/1/2034,15380,0,1,O,80,32,256000,80,6,R,N,FIX30,NY,SF,14000,P,360,2,Other sellers,Other servicers
F104Q1290646,680,5/1/2005,,4/1/2035,,12,1,S,84,28,80000,84,5.875,R,N,FIX30,PA,MH,18300,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290647,658,1/1/2005,N,12/1/2034,15980,0,1,O,60,15,84000,60,5.875,R,N,FIX30,FL,SF,33900,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290673,714,5/1/2005,N,4/1/2035,,0,1,S,75,18,254000,75,5.5,T,N,FIX30,FL,SF,32600,P,360,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q1290674,761,5/1/2005,N,4/1/2035,12260,25,1,O,90,52,124000,90,5.625,T,N,FIX30,SC,SF,29800,P,360,2,WASHINGTONMUTUALBANK,"WELLSFARGOBANK,NA"
F104Q1290675,643,5/1/2005,N,4/1/2035,15764,0,1,O,69,50,146000,69,5.875,T,N,FIX30,MA,SF,1800,C,360,1,WASHINGTONMUTUALBANK,Other servicers
F104Q1290676,759,5/1/2005,N,4/1/2035,,30,1,O,90,51,96000,90,5.625,T,N,FIX30,IN,MH,46700,P,360,2,WASHINGTONMUTUALBANK,"WELLSFARGOBANK,NA"
F104Q1290677,773,5/1/2005,N,4/1/2035,22900,25,1,O,88,42,48000,88,6,T,N,FIX30,AR,SF,72900,N,360,2,WASHINGTONMUTUALBANK,"WELLSFARGOBANK,NA"
F104Q1290678,581,5/1/2005,N,4/1/2035,38300,30,1,O,90,51,171000,90,7.25,R,N,FIX30,PA,SF,15400,N,360,2,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q1290679,708,6/1/2005,N,5/1/2035,22140,0,1,O,80,27,247000,80,6.25,T,N,FIX30,NM,SF,87400,N,360,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q1290680,587,6/1/2005,N,5/1/2035,36100,0,1,O,69,55,131000,69,6.375,T,N,FIX30,FL,SF,34400,N,360,1,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q1290681,657,5/1/2005,Y,4/1/2035,,25,1,O,89,42,120000,89,6.125,R,N,FIX30,NC,SF,28300,P,360,2,Other sellers,Other servicers
F104Q1290682,609,4/1/2005,Y,3/1/2035,41700,30,1,O,95,46,265000,95,5.75,T,N,FIX30,TX,PU,78000,P,360,2,Other sellers,Other servicers
F104Q1290683,791,7/1/2005,N,2/1/2035,,0,1,O,43,22,150000,43,5.75,R,N,FIX30,NC,PU,27300,P,356,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q1290684,688,4/1/2005,Y,3/1/2035,38940,30,1,O,92,30,137000,92,6.5,R,N,FIX30,FL,SF,34900,P,360,2,Other sellers,Other servicers
F104Q1290685,710,7/1/2005,N,4/1/2035,16700,25,1,O,90,35,214000,90,6.25,R,N,FIX30,SC,SF,29400,P,358,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q1290687,690,7/1/2005,N,4/1/2034,19660,0,1,O,65,35,128000,65,6,R,N,FIX30,FL,SF,32100,N,346,2,Other sellers,Other servicers
F104Q1290689,533,5/1/2005,,4/1/2035,26820,0,1,O,69,46,330000,69,5.875,R,N,FIX30,ID,SF,83400,N,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290690,795,1/1/2005,,12/1/2034,41180,0,1,O,59,31,334000,59,5.875,R,N,FIX30,MO,SF,63000,C,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290691,745,6/1/2005,,5/1/2035,40060,0,1,O,80,46,249000,80,5.75,R,N,FIX30,VA,SF,23200,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290692,759,3/1/2005,,2/1/2035,12580,0,1,O,77,40,329000,77,5.875,R,N,FIX30,MD,SF,21100,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290694,777,2/1/2005,N,1/1/2035,42044,0,1,O,68,,220000,68,5.875,T,N,FIX30,CA,CO,90600,P,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290695,735,6/1/2005,N,5/1/2035,26380,30,1,O,95,31,154000,95,6.375,R,N,FIX30,LA,SF,70300,N,360,2,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q1290696,795,5/1/2005,N,4/1/2035,25180,0,1,O,50,47,184000,50,6,T,N,FIX30,MD,SF,21700,N,360,2,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q1290700,763,7/1/2005,N,6/1/2035,45300,0,1,O,77,41,160000,77,6.125,R,N,FIX30,FL,PU,34600,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q1290701,753,5/1/2005,N,4/1/2035,44060,0,1,O,80,34,190000,80,5.75,T,N,FIX30,WA,SF,99000,N,360,2,USBANKNA,USBANKNA
F104Q1290702,710,7/1/2005,N,6/1/2035,36260,0,1,O,51,50,221000,51,5.625,T,N,FIX30,UT,SF,84000,N,360,2,USBANKNA,USBANKNA
F104Q1290703,795,6/1/2005,N,5/1/2035,45300,0,1,O,76,46,219000,76,6.25,R,N,FIX30,FL,SF,33500,P,360,2,Other sellers,Other servicers
F104Q1290709,725,7/1/2005,N,6/1/2035,10420,0,1,O,59,47,333000,59,5.75,T,N,FIX30,OH,SF,44200,P,360,2,Other sellers,Other servicers
F104Q1290711,663,6/1/2005,N,5/1/2035,19260,0,1,O,73,53,135000,73,6.375,R,N,FIX30,VA,SF,24500,N,360,2,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q1290712,648,5/1/2005,N,4/1/2035,26900,0,1,O,73,47,160000,73,5.5,T,N,FIX30,IN,SF,46100,P,360,1,WASHINGTONMUTUALBANK,"WELLSFARGOBANK,NA"
F104Q1290713,619,6/1/2005,N,5/1/2035,48424,30,1,O,95,51,334000,95,6,T,N,FIX30,FL,SF,33400,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290714,768,5/1/2005,N,4/1/2035,38940,0,1,O,56,47,154000,56,6,T,N,FIX30,FL,SF,34900,N,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290715,772,4/1/2005,N,3/1/2035,36740,0,1,O,77,33,175000,77,5.875,T,N,FIX30,FL,SF,34700,P,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290716,735,5/1/2005,N,4/1/2035,26420,17,1,O,90,48,199000,90,5.5,T,N,FIX30,TX,SF,77000,P,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290717,739,6/1/2005,N,5/1/2035,,30,1,O,95,39,147000,95,6.5,R,N,FIX30,ME,SF,4400,N,360,1,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q1290718,687,6/1/2005,N,5/1/2035,43340,30,1,O,91,58,315000,91,6.5,T,N,FIX30,LA,SF,71000,N,360,2,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q1290719,663,6/1/2005,N,5/1/2035,37380,0,1,S,77,54,137000,77,6.375,T,N,FIX30,FL,PU,32100,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290720,728,7/1/2005,N,6/1/2035,37380,0,1,S,80,38,150000,80,6.375,T,N,FIX30,FL,PU,32100,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290721,765,6/1/2005,N,5/1/2035,13644,0,1,O,25,39,300000,25,5.75,T,N,FIX30,MD,PU,20800,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290722,768,5/1/2005,N,4/1/2035,12580,0,1,O,56,14,140000,56,5.625,T,N,FIX30,MD,SF,21200,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290723,796,6/1/2005,N,5/1/2035,,0,1,S,71,42,230000,71,5.875,R,N,FIX30,AZ,SF,86000,N,360,2,Other sellers,Other servicers
F104Q1290724,780,7/1/2005,N,6/1/2035,42540,0,1,O,80,54,164000,80,6.125,T,N,FIX30,PA,SF,18600,N,360,1,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q1290725,606,6/1/2005,,5/1/2035,15980,0,1,O,59,47,251000,59,6,R,N,FIX30,FL,SF,33900,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290726,669,5/1/2005,N,4/1/2035,,0,1,O,78,49,327000,78,6.125,T,N,FIX30,TX,SF,75100,N,360,1,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q1290730,669,6/1/2005,,5/1/2035,35380,0,1,O,80,49,144000,68,6,R,N,FIX30,LA,SF,70400,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290734,767,6/1/2005,N,5/1/2035,12060,0,1,O,80,26,288000,80,5.375,T,N,FIX30,GA,SF,30100,P,360,2,"TAYLOR,BEAN&WHITAKER",Other servicers
F104Q1290735,676,6/1/2005,N,5/1/2035,26420,30,1,O,95,46,257000,95,6.625,T,N,FIX30,TX,SF,77500,P,360,2,NATLCITYMTGECO,"PNCBANK,NATL"
F104Q1290736,798,7/1/2005,N,4/1/2035,25500,0,1,O,41,29,222000,41,5.75,R,N,FIX30,VA,SF,22800,P,358,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q1290737,709,3/1/2005,N,2/1/2035,12580,0,1,O,80,52,323000,80,6,R,N,FIX30,MD,SF,21100,P,360,2,Other sellers,USBANKNA
F104Q1290739,775,5/1/2005,N,4/1/2035,38940,0,1,S,80,46,203000,80,6.25,T,N,FIX30,FL,SF,34900,P,360,2,Other sellers,Other servicers
F104Q1290740,814,7/1/2005,N,6/1/2035,15980,0,1,S,52,34,70000,52,6.25,R,N,FIX30,FL,SF,33900,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q1290741,718,7/1/2005,Y,6/1/2035,,25,1,O,89,38,248000,89,5.75,R,N,FIX30,CA,SF,95900,P,360,2,Other sellers,"CITIMORTGAGE,INC"
F104Q1290742,795,7/1/2005,N,6/1/2035,10420,0,1,O,44,38,334000,39,5.5,R,N,FIX30,OH,SF,44300,P,360,2,Other sellers,Other servicers
F104Q1290744,789,7/1/2005,N,4/1/2034,38060,0,1,O,70,40,290000,70,6,T,N,FIX30,AZ,SF,85100,P,346,2,Other sellers,Other servicers
F104Q1290745,782,7/1/2005,N,2/1/2034,39140,0,1,O,40,23,221000,40,6,T,N,FIX30,AZ,SF,86300,P,344,2,Other sellers,Other servicers
F104Q1290746,777,7/1/2005,N,4/1/2034,33340,0,1,O,75,15,222000,75,5.875,T,N,FIX30,WI,SF,53200,C,346,2,Other sellers,Other servicers
F104Q1290747,756,3/1/2005,N,3/1/2034,20740,0,1,O,79,,234000,79,5.875,R,N,FIX30,WI,SF,54700,P,349,2,USBANKNA,USBANKNA
F104Q1290748,636,7/1/2005,N,6/1/2035,15980,0,1,O,51,49,73000,51,6,R,N,FIX30,FL,SF,33900,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q1290749,670,8/1/2005,N,2/1/2035,,0,1,O,53,36,154000,53,5.875,R,N,FIX30,NC,SF,28400,P,355,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q1290750,708,8/1/2005,N,4/1/2035,,0,1,O,79,34,254000,79,5.625,R,N,FIX30,SC,SF,29000,P,357,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q1290751,667,7/1/2005,N,6/1/2035,35840,0,1,O,80,44,214000,80,6,R,N,FIX30,FL,SF,34200,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q1290752,694,8/1/2005,N,3/1/2035,,12,1,O,85,39,204000,85,6.125,R,N,FIX30,VA,SF,22900,P,356,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q1290764,630,2/1/2005,N,11/1/2034,,30,1,O,92,42,292000,92,5.785,T,N,FIX30,WI,SF,53100,N,358,2,Other sellers,Other servicers
F104Q1290791,799,2/1/2005,N,1/1/2035,,0,1,O,64,47,242000,64,5.375,R,N,FIX30,WA,SF,98300,P,360,2,Other sellers,Other servicers
F104Q1290793,675,4/1/2005,N,3/1/2035,,0,1,O,68,44,190000,68,5.625,R,N,FIX30,WA,SF,98300,N,360,2,Other sellers,Other servicers
F104Q1290800,772,4/1/2005,N,3/1/2034,,0,1,O,28,59,61000,28,5.25,R,N,FIX30,WA,SF,98300,P,348,2,Other sellers,Other servicers
F104Q1290813,745,1/1/2005,N,12/1/2034,,0,1,O,55,42,161000,55,5.25,R,N,FIX30,WA,SF,98300,N,360,2,Other sellers,Other servicers
F104Q1290814,727,8/1/2005,N,7/1/2035,40340,0,1,O,80,37,185000,80,5.625,R,N,FIX30,MN,SF,55900,P,360,2,Other sellers,Other servicers
F104Q1290815,705,7/1/2005,N,6/1/2035,15980,0,1,O,66,28,110000,66,6.125,R,N,FIX30,FL,SF,33900,P,360,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F104Q1290816,724,7/1/2005,N,6/1/2035,15980,0,1,O,80,20,111000,80,5.75,R,N,FIX30,FL,SF,33900,P,360,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F104Q1290817,644,7/1/2005,N,6/1/2035,35840,0,1,O,67,38,300000,67,6.25,R,N,FIX30,FL,SF,34200,N,360,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F104Q1290818,706,7/1/2005,N,6/1/2035,15980,0,1,O,72,48,221000,72,6,R,N,FIX30,FL,SF,33900,P,360,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F104Q1290819,790,7/1/2005,N,6/1/2035,35840,0,1,O,50,16,200000,50,6.25,R,N,FIX30,FL,SF,34200,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q1290820,674,7/1/2005,N,6/1/2035,,0,1,O,78,51,140000,78,5.625,T,N,FIX30,FL,SF,34400,N,360,2,"TAYLOR,BEAN&WHITAKER",Other servicers
F104Q1290821,665,1/1/2005,N,3/1/2034,35084,0,1,O,41,30,160000,41,6,R,N,FIX30,NJ,SF,7800,P,351,2,GMACMTGECORP,Other servicers
F104Q1290823,676,4/1/2005,N,3/1/2035,28940,0,1,O,80,49,308000,80,5.75,R,N,FIX30,TN,SF,37900,P,360,2,Other sellers,Other servicers
F104Q1290824,683,6/1/2005,N,5/1/2035,45300,0,1,O,74,63,118000,74,5.875,R,N,FIX30,FL,SF,33500,P,360,2,Other sellers,Other servicers
F104Q1290825,813,6/1/2005,N,5/1/2035,45300,0,1,S,54,48,113000,54,6.125,R,N,FIX30,FL,SF,34600,P,360,2,Other sellers,Other servicers
F104Q1290826,656,6/1/2005,N,5/1/2035,,0,1,S,74,23,210000,74,6.125,R,N,FIX30,FL,PU,34400,P,360,2,Other sellers,Other servicers
F104Q1290827,745,7/1/2005,N,6/1/2035,,0,1,O,80,13,162000,80,5.875,R,N,FIX30,TX,SF,75600,P,360,2,Other sellers,Other servicers
F104Q1290828,751,8/1/2005,N,7/1/2035,26900,0,1,O,80,45,224000,80,6.25,R,N,FIX30,IN,SF,46100,N,360,2,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q1290852,768,7/1/2005,Y,4/1/2034,44140,0,1,O,78,18,114000,78,5.955,R,N,FIX30,MA,SF,1300,P,346,1,Other sellers,Other servicers
F104Q1290853,804,6/1/2005,N,5/1/2035,,25,1,O,86,61,193000,86,5.75,T,N,FIX30,PA,SF,18400,N,360,1,Other sellers,Other servicers
F104Q1290854,660,6/1/2005,N,5/1/2035,36740,25,1,O,95,49,221000,95,6.125,T,N,FIX30,FL,PU,34700,P,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290855,691,7/1/2005,N,6/1/2035,36740,0,1,O,68,55,151000,68,6.125,T,N,FIX30,FL,SF,34700,P,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290857,720,6/1/2005,N,3/1/2034,,30,1,S,88,53,140000,88,6,T,N,FIX30,WA,MH,98500,N,346,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290858,686,7/1/2005,N,6/1/2035,38940,0,1,O,79,48,147000,79,5.875,T,N,FIX30,FL,SF,34900,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290859,720,7/1/2005,N,6/1/2035,36740,0,1,O,68,56,105000,68,5.875,T,N,FIX30,FL,SF,32800,P,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290860,748,7/1/2005,N,6/1/2035,34100,0,1,O,56,,334000,56,6.25,R,N,FIX30,TN,SF,37700,N,360,2,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q1290861,776,8/1/2005,Y,7/1/2035,45300,0,1,O,44,47,88000,44,6.375,R,N,FIX30,FL,SF,34600,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290862,712,7/1/2005,,6/1/2035,20260,0,1,O,75,29,208000,75,6,R,N,FIX30,WI,SF,54800,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290863,740,8/1/2005,,7/1/2035,35380,30,1,O,95,39,247000,95,5.75,R,N,FIX30,LA,PU,70400,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290864,761,6/1/2005,,5/1/2035,,0,1,S,80,20,215000,80,6,R,N,FIX30,WV,SF,26700,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290865,753,5/1/2005,N,4/1/2035,11460,0,1,O,66,58,151000,66,6.125,R,N,FIX30,MI,SF,48100,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290866,764,7/1/2005,,6/1/2035,31420,12,1,S,85,23,76000,85,5.875,R,N,FIX30,GA,SF,31200,N,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290867,771,1/1/2005,N,3/1/2034,,30,1,O,91,46,149000,91,5.5,T,N,FIX30,SC,SF,29100,P,351,1,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q1290869,665,7/1/2005,N,6/1/2035,37380,0,1,O,56,38,250000,56,6,T,N,FIX30,FL,SF,32100,N,360,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q1290870,766,7/1/2005,,6/1/2035,12580,0,1,O,42,25,360000,26,5.75,T,N,FIX30,MD,SF,20700,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F104Q1290877,741,8/1/2005,N,4/1/2035,47894,0,1,O,80,47,220000,80,5.875,R,N,FIX30,MD,PU,20600,P,357,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q1290878,766,6/1/2005,N,5/1/2035,,0,1,O,47,51,334000,47,5.5,T,N,FIX30,FL,SF,33800,N,360,2,"TAYLOR,BEAN&WHITAKER",Other servicers
F104Q1290881,607,8/1/2005,N,7/1/2035,,0,1,O,80,45,176000,80,5.875,R,N,FIX30,FL,SF,32300,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
